osm_id,name,surface,only_soccer,lon,lat
136910474,NA,NA,TRUE,8.273531443263952,49.88236847507023
137001463,NA,NA,TRUE,7.543808850414922,49.61623632796012
137035074,Fußballplatz Rimbach,NA,TRUE,10.291458069100123,49.860619430493934
137052723,NA,NA,TRUE,6.942510767430092,50.17078280356599
137189379,NA,NA,TRUE,8.511363681288344,50.29852287547441
137213816,NA,grass,TRUE,6.384478271457944,50.05315787397431
137272187,NA,grass,TRUE,8.753344396046401,50.060889915508426
137334067,NA,NA,TRUE,11.489981646406841,50.17601376865241
137337828,NA,NA,TRUE,6.473159850405024,49.90451234979621
137338869,NA,NA,TRUE,9.220942051989264,50.10232364828963
137339262,NA,tartan,TRUE,8.757227296704619,50.05956959718742
137537970,NA,artificial_turf,TRUE,8.74211708299412,50.206287381960834
137574559,NA,NA,TRUE,11.466049698066108,50.202771699259536
137574561,NA,NA,TRUE,11.466111800484983,50.203636901340275
137634935,NA,NA,TRUE,11.386024282723213,50.21494671221704
137638750,NA,NA,TRUE,11.447854400597214,50.21645995114065
138148733,NA,NA,TRUE,11.104365168031471,49.96235486928922
138213887,NA,NA,TRUE,10.927263025169617,49.968095874413834
138213888,NA,NA,TRUE,10.928664872559933,49.968343856000956
138266282,NA,NA,TRUE,6.842199730655513,50.01395647711269
138266288,NA,NA,TRUE,6.792145028961954,50.02992337955493
138292311,A-Platz FC Thuisbrunn,NA,TRUE,11.248454550049265,49.67488890037157
138292312,B Platz FC Thuisbrunn,NA,TRUE,11.24943891452555,49.67444994910263
138292314,C-Platz FC Thuisbrunn,NA,TRUE,11.250282703128438,49.67514055129887
138467499,NA,sand,TRUE,6.960112129970567,50.31865102759722
138554905,NA,NA,TRUE,6.7638633261433005,49.93221365526945
138555255,NA,NA,TRUE,6.54501690310198,50.09129385116771
138557158,NA,NA,TRUE,6.452213403249494,50.01209809977364
138557344,NA,NA,TRUE,6.235231151859269,50.02503019939819
138561398,NA,NA,TRUE,6.690189927882328,49.986475724252344
138564257,NA,NA,TRUE,6.53969915077219,49.97345219903134
138617317,Hartplatz DJK Retzstadt,NA,TRUE,9.871912974003141,49.906212534613786
138617323,Fußballplatz DJK Retzstadt,NA,TRUE,9.872039775643696,49.90466350025855
138633515,NA,artificial_turf,TRUE,8.725758085825884,50.10675406841171
138669324,NA,NA,TRUE,8.695843902372394,50.04372204747546
138676283,NA,NA,TRUE,11.664227900730056,50.097538749602776
138676286,NA,NA,TRUE,11.665161142498093,50.09770107325075
138759119,NA,NA,TRUE,8.701319297504003,50.04231554959936
138785192,Rasenplatz,grass,TRUE,8.613883241240686,49.69249504606908
138915384,NA,grass,TRUE,8.39598820016282,49.92652314914368
138935490,NA,NA,TRUE,9.537824214481498,50.317923310270196
138975101,NA,NA,TRUE,6.644276148180641,49.940334100853256
138975139,NA,grass,TRUE,6.64382553216309,49.930177353025584
139117645,Sportplatz Monzelfeld,NA,TRUE,7.07595459836833,49.88794050164163
139170988,NA,NA,TRUE,6.87584968181061,50.358176851253205
139244658,NA,NA,TRUE,9.590657879581803,50.240255604441714
139244659,NA,NA,TRUE,9.591837280229845,50.24008522115605
139306942,NA,NA,TRUE,7.70314140115207,49.904710368253774
139306944,NA,NA,TRUE,7.702495947637447,49.90310589965974
139512600,NA,NA,TRUE,6.571845649842324,49.850763099231436
139512619,NA,grass,TRUE,6.582366098067651,49.874895100597875
139514416,NA,grass,TRUE,6.654879751208581,49.95142549925681
139616333,NA,NA,TRUE,9.489691372630634,50.3669637416191
139666670,NA,NA,TRUE,11.038007980344794,50.30014970878738
139742456,NA,grass,TRUE,11.6281250612467,49.68061243432207
139822056,VfL Mürsbach Platz 2,grass,TRUE,10.857694968706099,50.068990121196244
139895143,NA,NA,TRUE,7.14319617551897,50.19883258453474
140101723,NA,NA,TRUE,11.82823727931404,49.89113259838961
140101727,NA,NA,TRUE,11.828238749255629,49.890429450881975
140127489,B-Platz,grass,TRUE,12.21542237389521,49.62816239994811
140127490,A-Platz,grass,TRUE,12.217254783402463,49.62792870144605
140129275,Fußballplatz Geiselwind,NA,TRUE,10.460855523142667,49.765424638552815
140562584,NA,NA,TRUE,11.501238748532582,49.93378690010948
140643101,NA,NA,TRUE,10.479578825611828,49.82756544183614
140648522,NA,NA,TRUE,11.862757048750469,49.977689551041166
140688951,NA,grass,TRUE,7.35896020079222,50.15659326511779
140702264,NA,NA,TRUE,7.306661854333257,50.04653987940181
140736400,NA,NA,TRUE,6.679528398145712,50.045328651637426
140954527,NA,NA,TRUE,8.528973631473297,50.182875501541346
141030494,NA,NA,TRUE,11.851005249744428,50.0148467497402
141106345,NA,NA,TRUE,11.858754131566569,50.00392745617346
141134258,NA,NA,TRUE,6.7551339011853075,50.31713189797271
141416222,NA,NA,TRUE,6.8819733883920255,50.21110192308693
141518192,DJK Schnaid-Rothensand B-Platz,NA,TRUE,10.947430578431954,49.785021271963814
141518195,DJK Schnaid-Rothensand A-Platz,NA,TRUE,10.947142618662424,49.78569983213827
141624443,NA,NA,TRUE,6.598003499881571,49.76834769928569
141648783,NA,NA,TRUE,8.000384176476238,49.616079199079934
141691935,NA,artificial_turf,TRUE,7.9733772826744085,50.0073857806282
141703677,NA,NA,TRUE,10.466524266589818,49.97461983660402
141769942,NA,NA,TRUE,6.559998796789873,49.75942476584255
141776381,NA,NA,TRUE,6.787712399273149,49.953542001225316
141966000,Bolzplatz,NA,TRUE,11.625113329351233,49.932256290053736
142232834,NA,grass,TRUE,8.704449990654878,49.8300063223303
142232835,NA,NA,TRUE,8.703971190169918,49.8293859353482
142455415,NA,NA,TRUE,11.651173298771761,49.92305865156395
142691714,Sportplatz Oestrich,clay,TRUE,8.038123957379252,50.007588934836775
142698222,NA,sand,TRUE,7.568178197962736,50.34999980072967
142698223,NA,sand,TRUE,7.569510900953848,50.34975708426513
142704397,NA,grass,TRUE,9.110673221300885,50.193749656832885
142704402,NA,grass,TRUE,9.11182029941432,50.194063502023
142738979,NA,clay,TRUE,8.227885247403268,49.998462024916385
142768258,Sportplatz,NA,TRUE,7.073906103937724,49.82282814783023
142800028,NA,grass,TRUE,11.539290500103403,49.75432422255871
142897682,NA,NA,TRUE,10.461254375323524,49.99961275878745
142897684,NA,NA,TRUE,10.46156735584875,49.99840740664751
142944481,NA,NA,TRUE,7.795480083215587,49.81941071768515
